name,salary_from,salary_to,currency,city,link,discription
водитель автомобиля (4-5 разряд),1600,,BYR,Минск,https://hh.ru/vacancy/111327938,Управление легковым автомобилем. Участие в техническом обслуживании и ремонте автомобиля.
водитель-курьер на личном авто,75000,,RUR,Ростов-на-Дону,https://hh.ru/vacancy/111437450,Забирать заказы на машине из склада компании и доставлять их клиентам. Получать оплату от клиента.
водитель с личным автомобилем,70000,100000,RUR,Краснодар,https://hh.ru/vacancy/111525174,"Перемещение персонала от места проживания до строительной площадки. Перемещение персонала то территории ООО ""Афипский НПЗ""."
водитель погрузчика - грузчик на склад,1800,2500,BYR,Минск,https://hh.ru/vacancy/109739944,Погрузо-разгрузочными работами на погрузчике. Погрузочно-разгрузочными работами вручную. Перемещать грузы внутри склада. Помогать в сортировке товаров по стеллажам. 
"водитель-перегонщик каршеринга (мойка, ночь)",100000,150000,RUR,Москва,https://hh.ru/vacancy/110622478,"По заданию в приложении в городе(на месте стоянки авто) протирать стекла, выкинуть мусор, заливать омывайку."
водитель-экспедитор,100000,,RUR,Екатеринбург,https://hh.ru/vacancy/111071742,"...и чистотой автомобиля. Соблюдать регламент эксплуатации, скоростной режим. Проверять правильность заполнения сопроводительных документов. Заполнять маршрутный лист. Вести отчет для <highlighttext>водителей</highlighttext>."
водитель автомобиля,70000,80000,RUR,Ялуторовск,https://hh.ru/vacancy/111218779,"Перемещение грузов, перевозка зерна по заданию руководителя. Заправка техники ГСМ."
водитель-экспедитор,80000,,RUR,Саратов,https://hh.ru/vacancy/111237838,Загрузка товара на складе. Доставка продукции по маршруту (г. Саратов и Саратовская область). Обеспечение сохранности и своевременной доставки продукции. 
водитель на неполный день,36000,,RUR,Челябинск,https://hh.ru/vacancy/111571356,Управление пассажирским транспортом в соответствии с установленным маршрутом. Обеспечение безопасности и комфорта пассажиров во время поездки. Поддержание транспортного средства в...
водитель,200000,,RUR,Москва,https://hh.ru/vacancy/109844696,<highlighttext>Водитель</highlighttext> автомобиля КАМАЗ самосвал.
персональный водитель,180000,180000,RUR,Москва,https://hh.ru/vacancy/110207358,"Управление автомобилем. ⁠своевременное прибытие на рабочее место. ⁠подача автомобиля. ⁠Следование правилам дорожного движения, ⁠плавное управление минивэном. ⁠Обеспечение безопасности пассажиров во..."
персональный водитель руководителя,300000,,KZT,Алматы,https://hh.ru/vacancy/110425441,Обеспечение профессионального вождения. Выполнение различных поручений (профессионального или. Выполнение конфиденциальных поручений. Подача автомобиля в назначенное работодателем место и время. 
водитель со своим автомобилем,100000,150000,RUR,Санкт-Петербург,https://hh.ru/vacancy/111147166,Приём заказов со склада и от поставщиков. Развозка заказов по городу и ближайшему пригороду согласно маршрутного листа (6-10 точек...
"водитель хлебной ""газели""",100000,100000,RUR,Самара,https://hh.ru/vacancy/111198842,
персональный водитель,70000,,RUR,Екатеринбург,https://hh.ru/vacancy/108834647,Безопасное и комфортное вождение автомобиля. Соблюдение правил дорожного движения и корпоративных стандартов. Поддержание автомобиля в чистоте и порядке. 
личный водитель,150000,,RUR,Нижний Новгород,https://hh.ru/vacancy/109237295,"Подача авто в назначенное время и место. Обеспечение безопасного вождения. Планирование оптимального маршрута. Уход за автомобилем (заправка, ТО, фиксация неисправностей..."
водитель категории в,,2800,BYR,Молодечно,https://hh.ru/vacancy/111206658,"Развозить молочную продукцию по точкам, указанным в задании (Минская область)."
водитель категории в,100000,,RUR,Уфа,https://hh.ru/vacancy/111337615,"Управление автомобилем УАЗ Патриот, Соболь, Mitsubishi L200(предоставляется). Перевозка людей, грузов (оборудование, запасные части и т.д.) выполнение работ..."
водитель,80000,,RUR,Геленджик,https://hh.ru/vacancy/111504573,"Доставка сотрудников на объект и с объекта. Уход за автомобилем (мойка, своевременное прохождение ТО, заправка, контроль расходных материалов и т..."
водитель-экспедитор,100000,,RUR,Москва,https://hh.ru/vacancy/111520561,"Доставка груза согласно маршрутному листу, правильное заполнение документов, помощь при разгрузке автомобиля, пунктуальность, аккуратная и бережная эксплуатация автомобиля."
личный водитель,150000,,RUR,Калуга,https://hh.ru/vacancy/109237294,"Подача авто в назначенное время и место. Обеспечение безопасного вождения. Планирование оптимального маршрута. Уход за автомобилем (заправка, ТО, фиксация неисправностей..."
водитель-экспедитор на грузовом авто (b),120000,,RUR,Москва,https://hh.ru/vacancy/109305088,"Более 8 000 клиентов и партнеров в РФ и за ее пределами: Казахстан, Беларусь, Армения и Киргизия. Около 3 000..."
водитель автомобиля,,1950,BYR,Гомель,https://hh.ru/vacancy/111301355,Перевозка алкогольной продукции по торговым объектам и оптовым складам. Перемещение товара по складским и подсобным помещениям.
водитель категории в,55000,,RUR,Орел,https://hh.ru/vacancy/110820413,Пpиглaшaeм нa пocтoянную работу водитeля катeгории В! - Доставка торгового оборудования в торговые точки. - Погрузочно-разгрузочные работы (холодильное / маркетинговое оборудование) в...
водитель категории в на газель,80000,,RUR,Калуга,https://hh.ru/vacancy/111113706,
водитель на частные поручения (категория в),185000,225000,RUR,Екатеринбург,https://hh.ru/vacancy/111145932,...автомобиль компании#водитель-курьер#водитель в офис#водитель такси#водитель еженедельные выплаты#водитель погрузчика#водитель на легковой автомобиль#водитель категории Б#водитель категории В# <highlighttext>водитель</highlighttext> в распределительный центр.
водитель-экспедитор,100000,100000,RUR,Екатеринбург,https://hh.ru/vacancy/111198127,Своевременный выход на работу. Экспедирование и доставка товара до пункта назначения.
"водитель-экспедитор категории в, с",80000,130000,RUR,Санкт-Петербург,https://hh.ru/vacancy/111247697,Разъездной характер работы. Ремонт транспортных средств производится в специализированных СТО.
водитель-экспедитор (на автомобиле компании),45000,45000,RUR,Томск,https://hh.ru/vacancy/111422268,Закуп товара на основе заявочных листов. Развоз готовой продукции по заведениям общественного питания компании - 4 заведения в центре города.
водитель газели,80000,140000,RUR,Калуга,https://hh.ru/vacancy/111157572,Перевозка грузов по всей России. Соблюдение терморежима. Контроль за состояние автомобиля.
водитель иркутского таможенного поста,28800,39600,RUR,Иркутск,https://hh.ru/vacancy/111274820,"Управление автомобилем, закрепленными за работником (Hyundai Sonata). Ежедневное техническое обслуживание автомобиля. Пассажирские перевозки по г. Иркутск (доставка сотрудников на работу..."
водитель,170000,200000,RUR,Москва,https://hh.ru/vacancy/111602378,Доставка готовой еды в офисы фирм г. Москва и Московская область. Полный цикл обслуживания точки. Вейдинговое направление. Загружаем в автомобиль...
водитель,75000,75000,RUR,Москва,https://hh.ru/vacancy/111535214,Своевременная подача автомобиля и доставка пассажиров до места назначения. Составление оптимального маршрута движения. Обеспечение безопасного и комфортного передвижения пассажиров. 
водитель автопогрузчика/карщик,250000,300000,KZT,Алматы,https://hh.ru/vacancy/109748804,Погрузочно-разгрузочный работы на складе ламината. Перемещение товара на территории склада.
водитель категории с,2700,3500,BYR,Минск,https://hh.ru/vacancy/111067793,Должностные обязанности: Управление специальными машинами (Автогидроподъёмники телескопические и коленчатые). Работа на транспортном средстве компании.
водитель-международник,150000,250000,RUR,Витебск,https://hh.ru/vacancy/111243676,"Разъездной характер работы. Контроль загрузки, контроль крепления груза, контроль сопроводительной документации. Поддержание исправного состояния авто."
водитель категории «с»,70000,,RUR,Великий Новгород,https://hh.ru/vacancy/111607095,Перевозка грузов (торф).
водитель-курьер с личным транспортом,300000,,KZT,Караганда,https://hh.ru/vacancy/111202425,Ежедневное осуществление доставок по г. Караганда и области (при необходимости выгрузка/помощь в выгрузке). Ежедневная работа в мобильном курьерском приложении...
водитель автомобиля легкового,35000,40000,RUR,Волгоград,https://hh.ru/vacancy/111576905,"Подготовительные работы перед выездом (проверка технической исправности легкого автомобиля, указания по маршруту движения, проверка исправности средств связи и т. д.). "
водитель экспедитор на автомобиль компании,400000,,RUR,Москва,https://hh.ru/vacancy/109284356,Работа с сопроводительной документацией (транспортные накладные). Доставка товаров по МСК и МО.
водитель-экспедитор,110000,,RUR,Челябинск,https://hh.ru/vacancy/110363288,"Автомобили закреплены за каждым <highlighttext>водителем</highlighttext>. Своевременная и качественная доставка товара по городу/межгороду на грузовых автомобилях Hyundai HD78,170. "
водитель с личным легковым автомобилем,45000,,RUR,Иваново (Ивановская область),https://hh.ru/vacancy/111203058,Приглашение к сотрудничеству!
водитель погрузчика,70000,,RUR,Тюмень,https://hh.ru/vacancy/111439877,Погрузочно-разгрузочные работы и перемещение продукции с использованием погрузчиков в соответствии с полученным заданием. Контроль технического состояния погрузчика.
водитель руководителя,100000,100000,RUR,Истра (Московская область),https://hh.ru/vacancy/111261963,"Работа с первым лицом компании! Поездки по г. Москве и Московской области, в аэропорты, ж/ д вокзалы, бизнес-центры, государственные..."
водитель категории с,,1500,BYR,Гродно,https://hh.ru/vacancy/111529532,Доставка грузов по г. Гродно и Гродненской области. Заполнение и контроль всех необходимых сопроводительных документов.
водитель на север,325000,372000,RUR,Уфа,https://hh.ru/vacancy/111586986,Управление SHACMAN/МАЗ самосвал или полуприцеп с бортовой платформой. Мелкосрочный ремонт самостоятельно. Короткие плечи.
водитель,70000,,RUR,Клин (Московская область),https://hh.ru/vacancy/111063814,"<highlighttext>Водитель</highlighttext> на грузовые автомобили. есть категории Б, также покупаем новую категории С."
водитель легкового автомобиля,180000,200000,RUR,Москва,https://hh.ru/vacancy/111034076,Своевременная подача автомобиля по месту. Комфортное и безопасное вождение автомобиля представительского класса. Сопровождение одного из руководителей компании. Оптимизация маршрутов. 
"водитель-экспедитор категории в, с (рефрижератор 1,5 - 5 тонны)",80000,230000,RUR,Красноярск,https://hh.ru/vacancy/111432283,Работа с первичными документами при приемке и передачи товара. Погрузо-разгрузочные работы на торговых точках осуществляются силами <highlighttext>водителя</highlighttext>-экспедитора.
водитель,110000,130000,RUR,Волгоград,https://hh.ru/vacancy/111581135,Управление грузовым автотранспортом. Техническое обслуживание автотранспорта.
водитель на север,345000,350000,RUR,Краснодар,https://hh.ru/vacancy/111612268,Управление тягач SHACMAN/МАЗ самосвал или полуприцеп с бортовой платформой. Мелкосрочный ремонт самостоятельно. Короткие плечи.
водитель автомобиля,2300,,BYR,Минск,https://hh.ru/vacancy/111230021,"Доставка продукции (птицефабрики) по торговым объектам г. Минску, Минскому району. Подготовка продукции к перевозке."
водитель (офисный),94150,94150,RUR,Москва,https://hh.ru/vacancy/111562444,"Прохождение ежедневного медицинского осмотра, а также плановое медицинское освидетельствование. Добросовестное и своевременное выполнение заданий и поручений. Безаварийная эксплуатация транспортного средства..."
водитель трамвая/ученик,,115000,RUR,Санкт-Петербург,https://hh.ru/vacancy/103295010,"СПб ГУП ""Гopэлектрoтранс"" – предприятие оказывающие услуги по пассажирским перевозкам трамваями и троллейбусами по Санкт-Петербургу."
водитель на частные поручения ( категория в ),125000,165000,RUR,Омск,https://hh.ru/vacancy/111146056,...автомобиль компании#водитель-курьер#водитель в офис#водитель такси#водитель еженедельные выплаты#водитель погрузчика#водитель на легковой автомобиль#водитель категории Б#водитель категории В# <highlighttext>водитель</highlighttext> в распределительный центр.
водитель на автомобиле opel astra (авто выдаем),166000,271000,RUR,Москва,https://hh.ru/vacancy/111207267,Доставлять мелкогабаритные заказы до наших покупателей.
водитель-экспедитор,120000,,RUR,Санкт-Петербург,https://hh.ru/vacancy/111562296,Закрепление ТС SCANIA R за <highlighttext>водителем</highlighttext>.
водитель спецавтомобиля категории в (г. магнитогорск),50000,,RUR,Магнитогорск,https://hh.ru/vacancy/111581723,Доставка корреспонденции и грузов клиентам. Предоставляется бронь от мобилизации на период работы.
персональный водитель руководителя,80000,,RUR,Краснодар,https://hh.ru/vacancy/106616488,Обеспечение комфортного сопровождения на автомобиле — руководителя. Выполнение поручений руководителя.
водитель персональный (п. ландшафт),150000,,RUR,Москва,https://hh.ru/vacancy/108341275,Сопровождение детей в школу. Поездки с клиентом или клиенткой ( в семье есть еще <highlighttext>водители</highlighttext>). Своевременное прохождение ТО. Выполнение личных поручений...
водитель скорой помощи,90000,90000,RUR,Иркутск,https://hh.ru/vacancy/110934241,Оказание медикам помощи при загрузке-погрузке пациента в автомобиль скорой медицинской помощи. Выезды на экстренную эвакуацию в ближайший населенный пункт. 
водитель,4000000,4500000,UZS,Ташкент,https://hh.ru/vacancy/111052117,"Соблюдение правил дорожного движения. Соблюдение правил внутреннего трудового распорядка. Пунктуальный, ответственный. Сбор анализов от филиалов и довести в лабораторию. "
водитель-экспедитор с личным автомобилем,90000,100000,RUR,Воронеж,https://hh.ru/vacancy/111302855,Осуществлять доставку товара клиентам (юр.лица) по городу и области (в среднем 8-15 точек в день). Оформлять сопроводительную документацию при...
водитель,150000,400000,RUR,Брянск,https://hh.ru/vacancy/111456710,"Авто полностью обслужены, дафы автомат, холодильники шмидт."
водитель автомобиля,50000,,RUR,Комсомольск-на-Амуре,https://hh.ru/vacancy/111550174,"<highlighttext>водителю</highlighttext> запрещено выходить из кабины автомобиля (автобуса) при посадке/высадке детей, осуществлять движение задним ходом. 13. <highlighttext>Водитель</highlighttext> автомобиля, в случаях..."
водитель на автомобиль компании,75000,,RUR,Москва,https://hh.ru/vacancy/111601683,"Обеспечивать своевременную подачу транспортного средства по адресу, указанному в путевом листе. Проходить предрейсовый, послерейсовый, периодический медицинский осмотр и психиатрическое освидетельствование. "
водитель легкового автомобиля,50000,50000,RUR,Челябинск,https://hh.ru/vacancy/111053571,Своевременная подача автомобиля в назначенное время и место в чистом виде и технически исправном состоянии. Перевозка работников организации. 
водитель в офис с личным автомобилем,300000,300000,KZT,Астана,https://hh.ru/vacancy/111284567,"4. Не употреблять перед или в процессе работы психотропные, снотворные и другие средства, снижающие внимание, реакцию и работоспособность организма человека. "
водитель-экспедитор,110000,,RUR,Люберцы  (Московская область),https://hh.ru/vacancy/111548858,"Принимать товар со склада в соответствии с сопроводительными документами. Контролировать правильность погрузочно-разгрузочных работ, размещение и укладку, грузов в автомобиле..."
"водитель (котегория в,с,е)",400000,600000,KZT,Астана,https://hh.ru/vacancy/109646624,"Требуется <highlighttext>водитель</highlighttext> с категорией В,С,Е, для вождения автомашины АКТРУС (манипулятор). Возить грузы от поставщиков на объект."
водитель с личным легковым автомобилем с погрузкой - разгрузкой,150000,,RUR,Москва,https://hh.ru/vacancy/110162035,"Перевозка грузов (постельное белье, бытовая техника, вода). Перевозка прочих грузов для апартаментов. Погрузка-разгрузка входит в функционал."
водитель с личным автотранспортом,100000,120000,RUR,Воронеж,https://hh.ru/vacancy/110622779,Доставка гигиенической продукции по точкам в г. Воронеже. Контроль разгрузки и оформления отгрузочной документации.
водитель на личном авто,100000,,RUR,Чебоксары,https://hh.ru/vacancy/110648276,Загрузка товара. Развоз товара согласно маршруту. Довоз и отправка товара через Транспортные компании.
водитель,45000,,RUR,Пермь,https://hh.ru/vacancy/111198299,"Автомобиль организации, все расходы по поддержанию и обслуживанию а/м несет работодатель. 10 дней в месяц командировки (помывка банкоматов) по..."
водитель на грузовой автомобиль компании (газель),160000,,RUR,Домодедово (Московская область),https://hh.ru/vacancy/111346901,"Доставка мебельной продукции Нонтон до конечного клиента по Регионам (Кострома, Калуга, Тверь, Иваново, Ярославль, Рязань, Смоленск), Москва и МО.. -"
водитель-экспедитор,85000,,RUR,Краснодар,https://hh.ru/vacancy/111535115,"Доставка продуктов питания (Пиво,соки, минеральная вода) по г.Краснодар. Приемка товара, погрузка и размещение товара в автомобиле, доставка товара покупателю..."
водитель-курьер в ресторан,95000,130000,RUR,Улан-Удэ,https://hh.ru/vacancy/111588132,"Доставка заказов из ресторана до потребителя. Все заказы собраны и оплачены, Вы только доставляете."
водитель автомобиля скорой медицинской помощи,51000,,RUR,Нижний Новгород,https://hh.ru/vacancy/91528269,Управление автомобилем скорой медицинской помощи.
водитель категории се,190000,210000,RUR,Екатеринбург,https://hh.ru/vacancy/110943389,работа по вывозке леса по грунтовой дороге. -принимать участие в ремонте техники.
личный водитель руководителя,130000,140000,RUR,Одинцово (Московская область),https://hh.ru/vacancy/111025332,Доставлять руководителя в офис и на встречи. Совершать поездки по поручениям. Контролировать техническое состояние автомобилей. Устранять мелкие неисправности. 
водитель,78000,,RUR,Москва,https://hh.ru/vacancy/111239212,"Разъездной характер работы, поездки по поручениям и нуждам предприятия. Своевременное прибытие на рабочее место, а также постановка автомобиля на стоянку..."
водитель,100000,,RUR,Санкт-Петербург,https://hh.ru/vacancy/110661091,Вождение автомобиля. Выполнение хозяйственных поручений.
водитель оператор,150000,,RUR,Москва,https://hh.ru/vacancy/111261638,"Дружелюбная атмосфера и поддержка со стороны руководства.  Обслуживание торговых автоматов, загрузка ингредиентов, товаров.  Загрузка размена.  Мелкий ремонт, диагностика автоматов.  "
водитель - перегонщик (автосалон),60000,60000,RUR,Краснодар,https://hh.ru/vacancy/111317884,Перемещение товарных автомобилей внутри автосалона. Контроль подготовки автомобилей к выдаче.
"водитель категорий в, с",45000,,RUR,Пермь,https://hh.ru/vacancy/111483309,Управление грузовым автомобилем (ГАЗон Next бортовой).
водитель-экспедитор,80000,100000,RUR,Екатеринбург,https://hh.ru/vacancy/108770270,Транспортировка груза в места назначения. - Разгрузка товара.
водитель-экспедитор на автомобиль компании,50000,60000,RUR,Ижевск,https://hh.ru/vacancy/111439259,Доставка продуктов питания по кафе и рестораном г. Ижевска и Удмуртской республики на автомобиле компании (категория В). Погрузка-выгрузка товара. 
водитель с личным автомобилем,52900,52900,RUR,Челябинск,https://hh.ru/vacancy/111517521,В течение рабочего дня доставка сотрудников организации в места назначения. Обеспечение корректного безопасного вождения.
водитель,150000,150000,RUR,Москва,https://hh.ru/vacancy/110336451,
водитель-международник,4000,,BYR,Минск,https://hh.ru/vacancy/111112923,"Офис, стоянка, ремзона, линия тех.осмотра, мойка и др прямо на базе!"
личный водитель,87000,,RUR,Москва,https://hh.ru/vacancy/111242022,"Сопровождение детей от дома до детских учреждений по расписанию. Рабочие поручения. Контроль за чистотой автомобиля, а также своевременное техническое обслуживание."
водитель газели,100000,130000,RUR,Тюмень,https://hh.ru/vacancy/111344221,"Управление транспортным средством в соответствии с ПДД. Выполнение поручений руководителей строительных объектов по перевозке материалов, людей, документации. Следить за чистотой..."
водитель на автомобиль работодателя (грузовик 5-ти тонник),,345000,KZT,Алматы,https://hh.ru/vacancy/111512665,"Осуществлять вождение автомобиля, максимально обеспечивающее сохранность жизни и здоровья пассажиров и технически исправное состояние самого автомобиля. Следить за техническим состоянием..."
водитель автомобиля 4 разряда,61000,,RUR,Комсомольск-на-Амуре,https://hh.ru/vacancy/111540954,"Управление автомобилем (легковым, грузовым) без нарушения ПДД. Содержание автомобиля в исправном состоянии."
"водитель категория ""в"" (на автомобиль компании, ларгус)",90000,90000,RUR,Екатеринбург,https://hh.ru/vacancy/110335555,"Развоз и выгрузка продукции (овощи, фрукты) в кафе, бары, рестораны. Поддержание автомобиля в технически исправном состоянии (обслуживание у официального дилера)."
водитель персональный,35000,45000,KGS,Бишкек,https://hh.ru/vacancy/110591208,Поддержание чистоты салона. Своевременный ремонт автомобиля. Выполнение поручений руководителя.
водитель со своими грузовым микроавтобусом,145000,,RUR,Санкт-Петербург,https://hh.ru/vacancy/111041374,"Функционал: Доставка и забор документов, посылок, грузов по Санкт-Петербургу и ЛО. Средний километраж 200 км в день. "
персональный водитель руководителя,90600,,RUR,Москва,https://hh.ru/vacancy/111214927,В течение рабочего дня осуществлять поездки по Москве.
водитель категории с,80000,,RUR,Тюмень,https://hh.ru/vacancy/111289021,"Требуется <highlighttext>водитель</highlighttext> автосамосвала КАМАЗ 65115, перевозка груза по г. Тюмени, обслуживание вверенного транспортного средства."
"водитель-экспедитор категории в, с (межгород: ростов-на-дону / москва)",90000,,RUR,Ростов-на-Дону,https://hh.ru/vacancy/111317478,"Поездки по Ростов-на-Дону, а также поездки в Москву."
водитель с личным автомобилем,200000,,RUR,Нижний Новгород,https://hh.ru/vacancy/110620119,Осуществлять доставку товара (автозапчасти) клиентам компании (юридические лица). Разбирать товар по накладным. Заполнять сопроводительную документацию и своевременно возвращать в офис...
водитель-экспедитор,,320000,KZT,Шымкент,https://hh.ru/vacancy/111237798,"Принимает меры по сохранности автомобиля и имущества, находящегося в нем. Следит за техническим состоянием автомобиля, выполняет самостоятельно необходимые работы по..."
водитель-экспедитор категории в на свежие овощи,70000,100000,RUR,Хабаровск,https://hh.ru/vacancy/111378703,"Доставка продукции компании под торговой маркой ""Новый день"" на территории г.Хабаровска на автомобиле компании (3т.). Обеспечивает своевременную подачу автомобиля..."
водитель погрузчика,168000,,RUR,Уфа,https://hh.ru/vacancy/111378728,Погрузочно-разгрузочные работы. Наблюдение и контроль за техникой.
водитель-экспедитор с личным грузовым автомобилем,5000,10000,BYR,Минск,https://hh.ru/vacancy/111522250,"Своевременные доставки товара на личном грузовом автомобиле. Контроль за техническим состоянием автомобиля, заполнение сопутствующей документации. Перевозка сборных грузов между нашими..."
водитель,140000,,RUR,Санкт-Петербург,https://hh.ru/vacancy/109228782,"обеспечение ТМЦ для работы. Обязанности. - соблюдение ПДД. - перевозка пищевых наливных грузов;( тягачи VOLVO; RENAULT). - контроль разгрузки-погрузки груза, промывки цистерны. - "
водитель категории b,105000,,RUR,Омск,https://hh.ru/vacancy/111204984,
водитель со своим автомобилем,50000,60000,RUR,Нижний Новгород,https://hh.ru/vacancy/111247501,Выполнение личных поручений директора компании. Развоз сотрудников компании в течении рабочего дня.
водитель для заместителя руководителя,35000,37000,RUR,Тюмень,https://hh.ru/vacancy/111289044,Выполнение распоряжений и поручений непосредственного заместителя руководителя Управления. Управление автомобилем. Своевременное прибытие на рабочее место и подача автомобиля. 
водитель-экспедитор,110000,,RUR,Щелково (Московская область),https://hh.ru/vacancy/111549207,"Принимать товар со склада в соответствии с сопроводительными документами. Контролировать правильность погрузочно-разгрузочных работ, размещение и укладку, грузов в автомобиле..."
водитель,50000,,RUR,Москва,https://hh.ru/vacancy/111024011,"Обеспечение безопасной и комфортной перевозки пассажиров. Поддержание автомобиля в чистоте и исправном состоянии. Выполнение поручений работодателя, связанных с поездками. "
водитель-экспедитор с личным автомобилем,70000,90000,RUR,Красноярск,https://hh.ru/vacancy/111286693,"Доставка заказов клиентам по городу на своем авто. Получение груза на транспортной компании. Доставка оборудования, товара. Материальная ответственность. Хозяйственная деятельность."
водитель курьер с личным автомобилем (климовск),90000,120000,RUR,Климовск (Московская область),https://hh.ru/vacancy/108966428,Забирать готовые укомплектованные заказы (продукты). Отвозить заказ на квартиру/офис клиенту. Осуществление безналичного расчетов.
персональный водитель,,120000,RUR,Москва,https://hh.ru/vacancy/109278400,"Подача автомобиля в назначенное время и место. Составление оптимальных маршрутов движения с учетом дорожной обстановки. Контроль технического состояния, чистоты и..."
водитель категории е,234000,,RUR,Москва,https://hh.ru/vacancy/109676295,"Следить за чистотой автомобиля. Обязанности: Соблюдение ПДД. Контроль сопроводительных документов. Все автомобили компании застрахованы – ОСАГО, КАСКО."
водитель ларгус (категория в),42000,50000,RUR,Барнаул,https://hh.ru/vacancy/110937684,Доставка мелкогабаритного товара (коробки с инструментом) и оборудования во второй половине дня по магазинам и Транспортным компаниям города. 
водитель погрузчика,80000,,RUR,Набережные Челны,https://hh.ru/vacancy/111518651,Перемещение товара по складу с помощью погрузчика. Контроль за рациональным использованием полезной площади склада. Контроль технического состояния техники.
"водитель (космонавтов, 59, ковровый мир)",50000,,RUR,Барнаул,https://hh.ru/vacancy/111193071,Доставка напольных покрытий до места назначения. Загрузка и выгрузка товара.
водитель категории в,85000,150000,RUR,Москва,https://hh.ru/vacancy/111527693,"Есть пропуска. Заказы по месту базирования <highlighttext>водителя</highlighttext>. Работа с сопроводительной документацией ТТН ,УПД ... Сдача груза грузополучателю. Доставка и сопровождение груза..."
водитель автомобиля,220000,,RUR,Челябинск,https://hh.ru/vacancy/111560986,Вождение автомобиля. Перевозка грузов. Текущий ремонт транспорта.
водитель-экспедитор с личным автомобилем,400000,,KZT,Караганда,https://hh.ru/vacancy/111038490,Доставка косметики в салоны красоты и парикмахерские.
водитель-экспедитор,2500,4000,BYR,Минск,https://hh.ru/vacancy/111087621,Развоз товара по точкам пвз Валберис. Загрузка товара.
водитель персональный,30000,,RUR,Кемерово,https://hh.ru/vacancy/111274004,Перевозка пассажира (пассажиров) по заявленному маршруту на служебном легковом автомобиле​​​​​​.
сотрудник склада / водитель,50000,80000,RUR,Брянск,https://hh.ru/vacancy/111320959,"Обязанности: Pазгpузкa, прием товара по документам. рaсcтaновка товаpа, сборка и отгрузка товара по документам, поддержание порядка на складе и складской..."
водитель офисный,,115000,RUR,Москва,https://hh.ru/vacancy/111028230,Профессиональное вождение автомобиля. Своевременная подача автомобиля и доставка руководителя до мест назначения. Поддержание автомобиля в исправном/чистом состоянии. 
водитель-экспедитор,80000,,RUR,Казань,https://hh.ru/vacancy/111038881,"Ежедневная утренняя загрузка заказов на складе компании ( г.Казань, ул. Техническая 9). Работа с документацией и терминалами оплаты."
